Initial_Aerobic_Biomass,Vmax_Multiplier,Mortality_Multiplier,Min_O2,Max_Anoxic_Frac,Peak_Specific_Growth_day,Avg_Specific_Growth_day,Peak_Total_Biomass,Lowest_Monod_Factor,Lowest_O2_Monod_Factor,Lowest_DOC_Monod_Factor,Max_O2_Limitation_Frac
13.344444444444445,278.22222900390625,1.0,0.0,100.0,543.9715576171875,539.6884765625,633.7023315429688,0.0,0.0,0.19463276863098145,100.0
13.344444444444445,333.6666564941406,1.0,0.0,100.0,651.7809448242188,646.5609741210938,725.8037109375,0.0,0.0,0.19461193680763245,100.0
13.344444444444445,389.1111145019531,1.0,0.0,100.0,759.4031372070312,753.23193359375,837.70703125,0.0,0.0,0.19459103047847748,100.0
13.344444444444445,444.5555419921875,1.0,0.0,100.0,866.8359985351562,859.7330322265625,955.6795043945312,0.0,0.0,0.19457010924816132,100.0
13.344444444444445,500.0,1.0,0.0,100.0,974.0870361328125,966.0728149414062,1056.4510498046875,0.0,0.0,0.19454920291900635,100.0
15.0,1.0,1.0,10.967256546020508,0.0,1.9642682075500488,1.96421480178833,23.999996185302734,0.02834584377706051,0.9820905327796936,0.207938089966774,100.0
15.0,56.44444274902344,1.0,3.899402141571045,0.0,110.77027893066406,110.39903259277344,58.15465545654297,0.0283453818410635,0.951212465763092,0.20791400969028473,100.0
15.0,111.88888549804688,1.0,0.0,75.0,219.36517333984375,217.94708251953125,147.2574462890625,0.0,0.0,0.20788991451263428,100.0
15.0,167.3333282470703,1.0,0.0,87.5,327.7579650878906,325.510986328125,338.291015625,0.0,0.0,0.2078658938407898,100.0
15.0,222.77777099609375,1.0,0.0,100.0,435.9474792480469,432.8547058105469,539.0693359375,0.0,0.0,0.20784179866313934,100.0
15.0,278.22222900390625,1.0,0.0,100.0,543.9379272460938,540.0000610351562,639.373046875,0.0,0.0,0.20781774818897247,100.0
15.0,333.6666564941406,1.0,0.0,100.0,651.73193359375,646.9232177734375,729.3807373046875,0.0,0.0,0.20779365301132202,100.0
15.0,389.1111145019531,1.0,0.0,100.0,759.3316040039062,753.6408081054688,840.536865234375,0.0,0.0,0.20776958763599396,100.0
15.0,444.5555419921875,1.0,0.0,100.0,866.7368774414062,860.1842651367188,957.794189453125,0.0,0.0,0.2077454775571823,100.0
15.0,500.0,1.0,0.0,100.0,973.95458984375,966.5626220703125,1057.760986328125,0.0,0.0,0.20772142708301544,100.0
